tool,proxy,bucket,signature,all_tags
ANDROGUARD,privacy,device_and_subscriber_ids,"<android.accounts.Account: void <init>(java.lang.String,java.lang.String)>",accounts
ANDROGUARD,privacy,device_and_subscriber_ids,<android.telephony.CellIdentity: java.lang.CharSequence getOperatorAlphaShort()>,telephony
ANDROGUARD,privacy,device_and_subscriber_ids,"<android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)>",telephony
ANDROGUARD,privacy,device_and_subscriber_ids,<android.telephony.SubscriptionManager: android.telephony.SubscriptionManager 'from'(android.content.Context)>,telephony
ANDROGUARD,privacy,device_and_subscriber_ids,"<android.telephony.TelephonyManager: void registerTelephonyCallback(java.util.concurrent.Executor,android.telephony.TelephonyCallback)>",telephony
ANDROGUARD,privacy,device_and_subscriber_ids,"<android.accounts.AccountManager: void addOnAccountsUpdatedListener(android.accounts.OnAccountsUpdateListener,android.os.Handler,boolean,java.lang.String[])>",accounts
ANDROGUARD,privacy,location_and_sensors,"<android.media.AudioRecord: void <init>(int,int,int,int,int)>",microphone
ANDROGUARD,privacy,location_and_sensors,"<android.media.AudioRecord: int getMinBufferSize(int,int,int)>",microphone
ANDROGUARD,privacy,location_and_sensors,"<android.hardware.Camera$Parameters: void setPreviewSize(int,int)>",camera
ANDROGUARD,privacy,location_and_sensors,"<android.hardware.Camera: void getCameraInfo(int,android.hardware.Camera$CameraInfo)>",camera
ANDROGUARD,privacy,location_and_sensors,"<android.location.Location: void distanceBetween(double,double,double,double,float[])>",location
ANDROGUARD,privacy,location_and_sensors,"<android.hardware.camera2.params.MeteringRectangle: void <init>(android.graphics.Rect,int)>",camera
ANDROGUARD,privacy,location_and_sensors,"<android.location.LocationManager: boolean addNmeaListener(android.location.OnNmeaMessageListener,android.os.Handler)>",location
ANDROGUARD,privacy,location_and_sensors,"<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>",location|sensitive_api
ANDROGUARD,privacy,location_and_sensors,"<android.location.LocationManager: boolean registerGnssStatusCallback(android.location.GnssStatus$Callback,android.os.Handler)>",location
ANDROGUARD,privacy,location_and_sensors,"<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.location.LocationListener,android.os.Looper)>",location
ANDROGUARD,privacy,location_and_sensors,"<android.hardware.camera2.CameraManager: void registerAvailabilityCallback(android.hardware.camera2.CameraManager$AvailabilityCallback,android.os.Handler)>",camera
ANDROGUARD,privacy,location_and_sensors,"<android.hardware.camera2.CameraManager: void registerAvailabilityCallback(java.util.concurrent.Executor,android.hardware.camera2.CameraManager$AvailabilityCallback)>",camera
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: void onMeasure(int,int)>",callback|webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: void onSizeChanged(int,int,int,int)>",callback|webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: void onScrollChanged(int,int,int,int)>",callback|webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: boolean onKeyUp(int,android.view.KeyEvent)>",callback|webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: boolean onKeyDown(int,android.view.KeyEvent)>",callback|webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: void loadUrl(java.lang.String,java.util.Map)>",entrypoint|sensitive_api|webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: void onOverScrolled(int,int,boolean,boolean)>",callback|webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: void setLayerType(int,android.graphics.Paint)>",webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: boolean requestFocus(int,android.graphics.Rect)>",webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: void onVisibilityChanged(android.view.View,int)>",callback|webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: boolean onKeyMultiple(int,int,android.view.KeyEvent)>",callback|webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebView: void onFocusChanged(boolean,int,android.graphics.Rect)>",callback|webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.CookieManager: void setCookie(java.lang.String,java.lang.String)>",webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebChromeClient: void onProgressChanged(android.webkit.WebView,int)>",callback|entrypoint|webview
ANDROGUARD,privacy,web_and_exfil_primitives,"<android.webkit.WebViewClient: void onScaleChanged(android.webkit.WebView,float,float)>",callback|entrypoint|webview
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,"<java.lang.reflect.Field: void setInt(java.lang.Object,int)>",reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,"<java.lang.reflect.Field: void setByte(java.lang.Object,byte)>",reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,"<java.lang.reflect.Field: void setLong(java.lang.Object,long)>",reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,"<java.lang.reflect.Field: void setDouble(java.lang.Object,double)>",reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,"<java.lang.reflect.Field: void setBoolean(java.lang.Object,boolean)>",reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,"<java.lang.reflect.Array: java.lang.Object get(java.lang.Object,int)>",reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,"<java.lang.reflect.Field: void set(java.lang.Object,java.lang.Object)>",reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,"<java.lang.reflect.Array: void set(java.lang.Object,int,java.lang.Object)>",reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,"<java.lang.reflect.Array: java.lang.Object newInstance(java.lang.Class,int)>",reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,<java.lang.reflect.Executable: boolean isAnnotationPresent(java.lang.Class)>,reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,"<java.lang.reflect.Array: java.lang.Object newInstance(java.lang.Class,int[])>",reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,<java.lang.Class: java.lang.'annotation'.Annotation[] getDeclaredAnnotations()>,reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,"<java.lang.RuntimeException: void <init>(java.lang.String,java.lang.Throwable)>",reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,<java.lang.Class: java.lang.'annotation'.Annotation getAnnotation(java.lang.Class)>,reflection
ANDROGUARD,malware_evasion,reflection_and_dynamic_loading,<java.lang.reflect.Field: java.lang.'annotation'.Annotation[] getDeclaredAnnotations()>,reflection
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.view.View: void onMeasure(int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.webkit.WebView: void onMeasure(int,int)>",callback|webview
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.widget.Spinner: void onMeasure(int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.widget.ListView: void onMeasure(int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.widget.TextView: void onMeasure(int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.view.SurfaceView: void onMeasure(int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.widget.ImageView: void onMeasure(int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.widget.EdgeEffect: void onPull(float,float)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.widget.FrameLayout: void onMeasure(int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.widget.ProgressBar: void onMeasure(int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.widget.LinearLayout: void onMeasure(int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.view.View: void onSizeChanged(int,int,int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.widget.RelativeLayout: void onMeasure(int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.view.View: void onScrollChanged(int,int,int,int)>",callback
ANDROGUARD,malware_evasion,hidden_entrypoints_and_callbacks,"<android.view.View: void onLayout(boolean,int,int,int,int)>",callback
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Intent: int getIntExtra(java.lang.String,int)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Intent: long getLongExtra(java.lang.String,long)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Context: java.io.File getDir(java.lang.String,int)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Intent: void <init>(java.lang.String,android.net.Uri)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Context: int checkPermission(java.lang.String,int,int)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.ContextWrapper: java.io.File getDir(java.lang.String,int)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Intent: boolean getBooleanExtra(java.lang.String,boolean)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Context: java.lang.String getString(int,java.lang.Object[])>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Intent: void <init>(android.content.Context,java.lang.Class)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.ContextWrapper: int checkPermission(java.lang.String,int,int)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Intent: android.content.Intent parseUri(java.lang.String,int)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Intent: android.content.Intent putExtra(java.lang.String,int)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Intent: android.content.Intent putExtra(java.lang.String,byte)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Intent: android.content.Intent putExtra(java.lang.String,long)>",ipc
ANDROGUARD,malware_evasion,ipc_and_dispatch,"<android.content.Intent: android.content.Intent putExtra(java.lang.String,int[])>",ipc
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.CellIdentityLte: int getCi()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.ServiceState: int getState()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.CellIdentityLte: int getMcc()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.CellIdentityLte: int getMnc()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.CellIdentityLte: int getPci()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.CellIdentityLte: int getTac()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.CellInfo: long getTimeStamp()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.SubscriptionInfo: int getMcc()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.SubscriptionInfo: int getMnc()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.SignalStrength: boolean isGsm()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.CellInfo: boolean isRegistered()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.CellSignalStrength: int getDbm()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.gsm.GsmCellLocation: int getCid()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.gsm.GsmCellLocation: int getLac()>,telephony
FLOWDROID,privacy,device_and_subscriber_ids,<android.telephony.CellSignalStrengthLte: int getDbm()>,telephony
FLOWDROID,privacy,location_and_sensors,<android.hardware.Camera: void release()>,camera
FLOWDROID,privacy,location_and_sensors,<android.hardware.Camera: void stopPreview()>,camera
FLOWDROID,privacy,location_and_sensors,<android.hardware.Camera: void startPreview()>,camera
FLOWDROID,privacy,location_and_sensors,<android.hardware.Camera: void cancelAutoFocus()>,camera
FLOWDROID,privacy,location_and_sensors,<android.location.GnssStatus: boolean usedInFix(int)>,location
FLOWDROID,privacy,location_and_sensors,<android.location.Location: boolean hasMslAltitude()>,location
FLOWDROID,privacy,location_and_sensors,<android.hardware.Camera$Parameters: int getMaxZoom()>,camera
FLOWDROID,privacy,location_and_sensors,<android.location.GnssStatus: int getSatelliteCount()>,location
FLOWDROID,privacy,location_and_sensors,<android.hardware.Camera$Parameters: void setZoom(int)>,camera
FLOWDROID,privacy,location_and_sensors,<android.location.GnssStatus$Callback: void onStarted()>,callback|location
FLOWDROID,privacy,location_and_sensors,<android.hardware.Camera: void setDisplayOrientation(int)>,camera
FLOWDROID,privacy,location_and_sensors,<android.location.GnssStatus$Callback: void onFirstFix(int)>,callback|location
FLOWDROID,privacy,location_and_sensors,<android.hardware.Camera$Parameters: boolean isZoomSupported()>,camera
FLOWDROID,privacy,location_and_sensors,<android.location.LocationManager: boolean isLocationEnabled()>,location
FLOWDROID,privacy,location_and_sensors,<android.hardware.Camera$Parameters: java.lang.String flatten()>,camera
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.CookieManager: void flush()>,webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.CookieSyncManager: void sync()>,webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.ConsoleMessage: int lineNumber()>,webview
FLOWDROID,privacy,web_and_exfil_primitives,"<android.webkit.WebView: void onMeasure(int,int)>",callback|webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.WebSettings: void setTextZoom(int)>,webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.WebView: void onAttachedToWindow()>,callback|webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.WebSettings: void setCacheMode(int)>,webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.WebSettings: void setForceDark(int)>,webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.WebResourceError: int getErrorCode()>,webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.WebView$HitTestResult: int getType()>,webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.CookieManager: boolean acceptCookie()>,webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.WebResourceRequest: boolean hasGesture()>,webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.WebResourceRequest: boolean isRedirect()>,webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.WebResourceResponse: int getStatusCode()>,webview
FLOWDROID,privacy,web_and_exfil_primitives,<android.webkit.WebSettings: void setDefaultFontSize(int)>,webview
FLOWDROID,malware_evasion,reflection_and_dynamic_loading,<java.lang.Runtime: void gc()>,reflection
FLOWDROID,malware_evasion,reflection_and_dynamic_loading,<java.lang.Runtime: void halt(int)>,reflection
FLOWDROID,malware_evasion,reflection_and_dynamic_loading,<java.lang.Runtime: long maxMemory()>,reflection
FLOWDROID,malware_evasion,reflection_and_dynamic_loading,<java.lang.Runtime: long freeMemory()>,reflection
FLOWDROID,malware_evasion,reflection_and_dynamic_loading,<java.lang.Runtime: long totalMemory()>,reflection
FLOWDROID,malware_evasion,reflection_and_dynamic_loading,<java.lang.reflect.Method: int hashCode()>,reflection
